,text_token,toxic,severe_toxic,obscene,threat,insult,identity_hate
243,ใส่ แว่น หุ่น หมี แต่ง ตัว ยุ นิเส้ก ก้เปน กะเทย จบ ลื่น ล้ม เพศ,1,0,0,0,1,0
506,กี่ ปี อิเส้น ก้ ปัญญาอ่อน,1,0,0,0,0,0
8341,อ่านภูวดล กี้ มุง คน กาก แรง,0,0,0,0,0,0
6955,paradeeบิน รุม ตบ,0,0,0,0,0,0
6688,ฉาก โคตร จุก อกตบ ตี ฆ่า ฟัน เมือง วางแผน ระวัง ก้าว ชีวิต รอด เจอ พ่อแม่ โล่ เรื่อง เด็ก คน แบก เรื่อง วะ เอก ลูก เหมือน คน เหมือน ทำ แบ จิตใจ น้อง,0,0,0,0,0,0
5351,กุเพื่อน งัยแม่งเอ้นย กุ หล่อ รวยควย วะ เค้า,0,0,1,0,0,0
1773,และกัน คุย แซ่บ โชว์ xนุ๊กปายนุ๊กปาย,0,0,0,0,0,0
9732,เกลียด ซัก ผ้า ไอเหร้บ,0,0,0,0,0,0
5095,สาว เอเชีย โดน แทง หี โหด สาว นม เย็ด เจอ ควย เย็ดหีบาน หนัง เสียว ดู หนัง เอ็กซ์ ดู หนัง โป๊ ฟรี ดู ฟรี แบ เต็ม เรื่อง แถม ค่า ลิงค์,0,0,1,0,0,0
8331,น้องติ้กรอ แม่ เน้ต มอ มันกาก,0,0,0,0,1,0
797,หญิง ปก ขาว นิสัย ดี คลอ ดู หน้า อ้วน ผอม งาน แปดริ้วรับ งาน ฉะเชิงเทรา,0,0,1,0,0,0
9991,กุ เกลียดเค้ก ไอสัส,1,0,0,0,0,0
7335,kmn ตาย ตาย เสียง เหมือนใจ เสียดาย กด บัตร yugyeomstliveinbkkdyugyeomstliveinbkkdyugyeom,0,0,0,0,0,0
2829,หน้า ลูก ครอบครัว คน ทำ เคารพ สิทธิ คน ดิวอริสรา,0,0,0,0,0,0
9485,คน เสื้อ แดง คุก ขี้ แม้ว คน สนใจ ดูแล ครอบครัว แตกสลาย ติด คุก ปี ป้าน้อย เมียอสุรชัยแซ่ด่าน หนี้ แสน บาท บอ แม้ว ดูแล คน เสื้อ ดีตอแหล แม้ว ปลุก คน ตาย สนใจ คน เสื้อ แดง ติด คุก เสื้อ แดง ตาย,1,0,0,0,1,0
8895,พีพี igppkrittppkrittbkppinjapan พี่กฤษฏ์ ชอบ พี่ เหมือน ควาย,0,0,0,0,0,0
312,กุ เรียน ปัญญาอ่อน,1,0,0,0,0,0
746,มีม่า หรอ ปัญญาอ่อน สัด น้อง ตื่น เศร้า ป่ะ น้อง สุข ดี สุข,1,0,0,0,0,0
3569,getwellsoonmanหาย คน ดี ชั้น กูเกิ้ล ทรานทำ ดี มากกไบเบิ้ลบิว,0,0,0,0,0,0
790,น้อง อวบอ้วน,0,0,0,0,0,0
2476,รู้ ลูก สาว อ่ะแม๊ชอต ขอโทษ เหนียว เหนี่ยว แฟลชแบค ตอน เจอ ลูก ชั้น ร้องไห้ เหมือน หมา สอน น้องแบ แม่ ปกติ น้อง พัง ดาราจักรรักลา ใจ,0,0,0,0,0,0
9491,เอาจริง เมมเบอร์ วง โกง เก่ง แชวอนยุนจินอึนแชคาสึ ฮะ คน นึง อ่ะหลุม ดำ วง ชัด เต้น เด่น ร้อง งั้น ติ่ง กัดแซะ ตอน ข่าว การัมติ่ง รีบ ตัว คีพ ไว บอกการัม ทำ ภาพลักษณ์ วง แถม ด่า การัม ยับ คดี พลิก ปาก ตอแหล สงสาร น้อง,0,0,0,0,1,0
2570,reactionดาราจักรรัก ลำนำ ใจep ศึกษา วิธี พลอดรัก youtubermonsดาราจักร รัก ลำนำ ใจ wetvwetv ซีรีส์ จีน ชม ซีรีส์ เต็ม แบ จุใจ wetvดาวน์ โหลด แอปพลิเคชั่น wetv,0,0,0,0,0,0
5493,หิว ควย วัย,0,0,1,0,0,0
5418,กุ ชอบ คน ตาย ไอ ควย,1,0,0,0,0,0
4355,ฟอยทไวซ์ นม สวรรค์,0,0,0,0,0,0
2163,ขิง เพื่อน เพื่อน แฟน ครอบครัว คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
6829,มาร์ติเนซเซฟชีวิตบรูโน่ เว่อ แข็งแกร่ง,0,0,0,0,0,0
6580,news ฆ่า ตัว ตาย ชัด,0,0,0,0,0,0
380,ธุรกิจ คน กิน หญ้า แน่ ชัวร์สาด ปัญญาอ่อน เสพ อำนาจ เต็มที่ หน้า ยืน อย่า ร้อง หา พ่อ,1,0,0,0,1,0
6325,เดิม ว่าnickiminaj queenofrap ตัว ตำนาน ฆ่า ตาย พิสูจน์ โชว์ ขน เพลง สิบ คน ร้อง ยี่ สิบ คุม สเตจ แบ คลอด เวที มีrapper กี่ คน คน แม่ คน โกโก้ เสียดาย ตอน ไทย ตุ้บ ดู โชว์ สัก ชี แบ สับ,0,0,0,0,0,0
1292,คืน ชุด เย็ด น้อง เสียว รู รู สวย ลิ้น สะหน่อย ลพบุรี ลพบุรี นัดเย็ดลพบุรี แอบแซ่บเกย์เกย์ นัดเย็ด,0,0,1,0,0,0
1912,สุข รอย ยิ้ม สุข รอย ยิ้ม ชีวิต รักนร้า เด็กtcนุ๊กปาย คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
599,ควย เหอะ หงุดหงิด ทำ ถาม เหอะกุ ทำ หรอ ปัญญาอ่อน,1,0,0,0,0,0
3892,ใจ คน ดี มากกหัวควยแดง ฉ่ำลำควย อวบ มือ เส้น เลือด ลำ ควย ใจนวย คน ดี ขา ชอบ สุดดฮืออคลัง kung,0,0,1,0,0,0
4141,ควย,1,0,0,0,0,0
1652,จุก ปะ คับ เสาร์เงี่ยนจังเงี่ยนอยุธยาอยุธยา นัดเย็ด อยุธยา งาน อยุธยา นัดเยส อยุธยา ตลาดแกรนด์เกย์เกย์เงี่ยนเกย์ รุกคานหามโรจนะภาชี,0,0,1,0,0,0
5428,ภัย มั่นมั่นควยควยสักสิด,1,0,0,0,0,0
1893,คน โก้ อ๋อ หื้ม คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
1944,รัก ครึ่ง ชีวิต เวลา ชีวิต หา รอคอย แสน สัมภาษณ์ ไหม อ่ะ สรุป หน้า ทวิต คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
3395,zeedแจก ทุนฟรีกด รี ทวิตกดหัวใจ กด ติดตาม แอดมา คลิก เครดิต ฟรี เครดิต ฟรี เครดิต ฟรี ฝาก พิ้งกี้pgzeedโหนกระแสzeedแจก ทุน ฟรี pg แตกง่าย สล็อตแตกง่ายsuperslotpg,0,0,0,0,0,0
6475,นายจาง อุก ฆ่า ตาย ตาย ฟื้น,0,0,0,0,0,0
4362,นม อุ่นแก้ว นึง นอน ช็อกโกแลต ร้อน,0,0,0,0,0,0
9942,พ่อ อกุ กุน่า เกลียดampไอ่ฉัจ พ่อ ไม่รุ้จักมีม,0,0,0,0,0,0
375,ผัว กูปัญญาอ่อน หนัก,0,0,0,0,0,0
1966,สรุป รายการ รัก คน เดิน เคียง เสมอ เศร้า คุย สุข รู้ คน แมว แบ เหมือน เพื่อน สามี คุย แซ่บ โชว์ xนุ๊กปาย,0,0,0,0,0,0
3957,ขี้ ประชด เรื่อง ควยหีไก่ ทำ ตัว โดน โดน ช่าวทวีต ด่า ฟ้อง ดู ทำ ตัว ดิ,1,0,0,0,0,0
7403,มุม กล้อง อึดอัด มากสอน เด็ก ผ่า ศพ ศพ คน ผ่า ฆ่า ตัว ตาย ทำ ดุ เขาเยด เหี้ยไร ลัทธิ อุบาตจิง,0,0,0,0,0,0
4423,เด็ก เหมือน อารมณ์ ปิติ ยินดี ลูก เฝ้า ชง นม ร้อง เพลง กาเหว่ากล่อม สาว,0,0,0,0,0,0
7754,แคทรีน ยิง นtheadventureplusep,0,0,0,0,0,0
4671,นม,0,0,0,0,0,0
5362,อาทิตย์ มิดด้ามsundayvenomนอนหีฉ่ำ น้ำ เยิ้ม เจล ยั่วเย็ดดี โดน สาสม ซอย น้ำ แตก ล้น ท่วม รู ชัก ควย น้ำ ทะลักไหล ควย หยุด โดน เสย น้ำ ควย รู น้ำ ปลิ้นกระฉอก ยืด เสียว ร้อง ระงม คู่ แตก creampie,0,0,1,0,0,0
5496,ปี กุ อ่าน หนัก สอบ แอด อิสัด ควย,1,0,0,0,0,0
1471,เงิน ปัญหา ใส่ ชุด ศึกษา หา งับ บุรีรัมย์ หวาน เจี๊ยบ เกย์ ชาย รักชายy เมืองบุรีรัมย์ ฝาก ติดตาม กด รีทวิต,0,0,1,0,0,0
3346,โหน กระแส,0,0,0,0,0,0
6496,ค้น สาร เคมี พิษ อันตราย ปน เปื่อน สินค้า ประเทศชิ๊ง สาร อาซีหนิก แร่ใย หินไรซิน ดีดีที สะตริ๊กนินไซยา ไน้ ยา ฆ่า แมลง สาร เคมี พิษ สกัด ทองคำ บริสุทธิ แร่ ทองคำ สาร ตะกั่ว สาร หนู สาร เคมี พิษ ผลิต ยา เสพ,0,0,0,0,0,0
2853,รีรัน สัก รอบ คะดิวอริสรา,0,0,0,1,0,0
9884,ลูก ชาย เด็ก อัจฉริยะ เรียบร้อย งาน ร้าน เย็บ ผ้า ขอบ คุณสกิล เย็บปักถักร้อย แม่บ้าน แม่เรือน เมโลเพที่ ทำ เอหา งาน ลอนดอนซิล บ้าน เดิม พ่อ ตาย พี่ ชาย คลั่ง สาย เลือด โครต เกลียด,0,0,0,0,0,0
